,opinion,rates
459,"En tres semanas hemos visitado Astrid y Gastón en Lima, Chica en Cuzco y Tanta en Lima. Los restaurantes Tanta son la línea más económica de los restaurantes de Gastón Acurio. aún así la calidad es muy buena. Son platos tradicionales de la gastronomía peruana... ;""Más",50
460,"Bajo mucho la comida ya no es muy buena quitaron su papa a la huancaina ya no es como era al principio el baño estaba sucio el servicio es bueno los mozos súper atentos pero se demoran mucho en sacar los platos",30
461,"Yo fui durante una Martes para cenar con amigos. El servicio era muy lente, pedimos bebidas y las llegaron después de la comida, casi 30 minutos después de pedimos. La comida está bien y típico, pero creo que hay otros lugares con comida típica que... ;""Más",30
462,"La comida muy buena , recomiendo el lomo saltado y la bebida el conquistador, la atención buena, el precio un poco elevado pero justifica la buena comida.",30
463,"Ubicado en el centro comercial Salaverry, en el distrito de Jesús María.  Buen y surtido menú. Me impresionó el sancochado,  muy bueno y sabroso, sobretodo en esta época de frío",40
464,"Fui un día y repetí al día siguiente es como comprar tu pan de molde favorito ruco y sin experimentos platos bastante abundantes rondando los 10 euros x plato y no podáis muchos entrantes q solo con un plato x cabeza estas lleno, yo como... ;""Más",50
465,"Buena vista, excelente localización. El problema es tener como referente (y guardando las distancias del caso) a Gastón y Astrid.... A Tanta le falta aún aunque esto signifique subir un poco en precio. Lugar para comer o cenar bien pero promedio sin arriesgar en el... ;""Más",30
466,"Una carta bastante variada, todos los platos que pedimos estaban deliciosos pero especialmente resaltaron los tequeños de lomo saltado y un risoto con chicharron de pollo. Los meseros del restaurante (centro historico) fueron brillantes con una atencion muy buena y de mucha calidad.",50
467,"La comida además de tener el toque peruano característico, los insumos son siempre muy frescos y garantizan que la comida es recién preparada.",50
468,"Rica comida con precios razonables, me gusto. El arroz con pollo muy rico lo recomiendo... el menestrón tenía muy buen sabor pero le falto un poco más de caldo.",40
469,"Fuimos con mi pareja por recomendación de amigos al restaurante ubicado en 28 de julio 888. No teníamos reserva pero por suerte como era un día lunes encontramos un lugar. Excelente atención y muy buena comida. Nos agasajaron con pico que nos resultó muy rico... ;""Más",40
470,"Un menú un poco enredoso para turistas. pero rica comida, porciones muy bastas. precios razonables, un lugar comodo.",40
471,"No hay pierde con ningún plato, todos son deliciosos, hay fusión de cocina y sabores, me encantó, además tiene buenos ambientes, algunos más silenciosos que otros.",50
472,"La atención es muy buena. El desayuno delicioso. Iniciando con un café regular delicioso y de plato ""huevos Gastón"", una mezcla de huevos con salchicha y papa. Un sazón delicioso.",40
473,"Simplemente espectacular, la atención, la comida, el pisco sour. Se encuentra ubicado en el Centro Comercial Larcomar",50
474,"Me habían hablado muy bien de este Restaurante y en mi viaje de julio a Lima he decidido comprobarlo.

Aparte de que me han regalado un vale por un determinado importe por causas que diré más adelante ajenas al restaurante, fruto de un inconveniente en... ;""Más",50
475,"La comida tanto como la atención en este restaurant es genial! Todos los platos que `pude probar son deliciosos. 
¿Sabías que Tanta significa pan en quechua?
Yo probé el tacu tacu con apanado y de postre la mazamorra morada con mascarpone fue toda una sensación!... ;""Más",50
476,"lindo lugar muy acogedor...estuve el fin de semana fue espctacular me encanto y lo recomiendo muchisimo",50
477,"En comparación con otros restaurantes de la corporación Acurio, este es uno de los más flojos en cuanto a atención esmerada y buen gusto de la comida, sin embargo es bueno, no muy bueno ni excelente, pero tampoco malo ni regular, solo bueno.",30
478,"Aunque es un poco caro para el bolsillo promedio, es recomendable para ocasiones especiales, no olvidar el suspiro que es una delicia, acompañado de agua :).",50
479,"Fuimos al Tanta de 28 de julio y es un lindo restorán al lado del mar. La atención es muy buena: los garzones son muy amables y preocupados. La comida es rica y a precios razonables, considerando el sector.",50
480,"Excelente servicio, mas alla de  los adjeetivos bien ganados, este lugar desperto en mi un nuevo paradigma, de los sabores, su cocina es impactante",50
481,"Un restaurante donde siempre se come muy bien, Con un muy buen menu variado, los productos de primera y la atencion super esmerada. Siempre vuelvo a este lugar.",50
482,"El lugar Es agradable, acogedor y muy casual. Los empleados son lo mejor siempre atentos, te reciben por tu nombre, muy cordiales.
La comida como en casa, rica, deliciosa, porciones para dos. El cebiche, arroz con pollo, la pasta con pesto, las carnes, todo Es... ;""Más",50
483,"Empezó el frío en Lima y necesitas calentarte las mejores sopas y cremas , El menestron y el chupe de granos (menestras) insuperable totalmente recomendado ,es un plato muy contundente el lugar muy acogedor y el servicio es bueno.",40
484,"Me parece una buena opción para comer comida peruana en plaza Larcomar, nada extraordinario pero agradable al paladar y de precios no tan caros. Buen servicio por parte de los meseros.",40
485,"excelente presentación y calidad de los platos y bebidas servidas en un lugar privilegiado de Miraflores",40
486,"Agradable lugar, muy buena comida, ambiente acogedor como para ir con familia, amigos, pareja, etc. Disfruta al 100% de buena comida.",50
487,"La comida mucho aceite, pedí una PAELLA CHOLA y YUQUITAS PITUCAS llegué a mi casa con un cólico terrible.",30
488,"Típica cafetería panadería cumplidora!!! postres y algunos platillos interesantes, nada extraordinario, sinceramente precios muy caros para lo que ofrece.",30
489,"Por el frío sólo ordené una crema de zapallo que vino con trozos de pan. La comida es rica y el ambiente es bueno. Los precios son medio-altos. La crema de zapallo por ejemplo está S/. 26. Los jugos de frutas van desde los S/.... ;""Más",40
490,"Visito con frecuencia Tanta en 28Jul he probado la mayoría de los platos en el menú y son deliciosos. Siempre que decido volver a comer un plato que ya había probado antes, es exactamente el mismo sabor y la misma calidad. En lo personal recomiendo... ;""Más",40
491,"Fui a Tanta del jockey, me tocó una mesa que tiene espaldar tipo sillón y 5 moscas paradas ahí. Hicimos el pedido y como era de esperarse las moscas molestaban. Además la comida ya no es como antes, ahora es demasiado condimentada y ya no... ;""Más",20
492,"Fui hace un par de semanas casi empujado por mis hijos. Vi la carta y me provocó pedir el menestrón ... el mejor del mundo. Realmente muy bueno. No sé como es que no he revesado todavía a repetirlo. En general la comida es sobresaliente.... ;""Más",40
493,"El local está bien ubicado y muy bien ambientado y esmerada decoración. Pedimos sánguches con hamburguesas, estuvieron agradables pero nada especial. El problema fue la espera en el turno para que nos atiendan por ser fin de semana en la noche, sería bueno se pueda... ;""Más",40
494,"El lomo saltado es espectacular, todo lo sirven en el punto exacto, de entrada es bueno pedir un ceviche para compartir, el pescado siempre esta fresco, vale la pena pese a que los precios son medianamente altos, muy buena atencion",40
495,"Bueno por lo menos pude ir a este restauran del famoso Gastón. Comimos
Espléndido y el camarero
Nos asesoró que pedir. Me encanto cuando pedimos
La carta de postres nos trajeron una bandeja con todos los postres y nos explicaban que era cada uno.",50
496,"Ideal precio calidad. Platos varios y muy buenos. Ideal para ir a comer a la noche algo rápido antes de irte a dormir. La empanada y el risotto son platos que recomiendo.",50
497,"Las veces que estuve en Perú pasamos a comer por Tanta. El ají de gallina es muy rico y los jugos (zumos) también. Fui con amigos y en horario de almuerzo. El precio es normal para la categoría del restaurante.",50
498,"Ir a un Tanta es la misma experiencia en todas partes. Esta vez ordené un estofado y estaba muy bueno. No es mi lugar favorito pero es buena opción para ir fuera del Perú.",40
499,"Recomiendo totalmente el Lomo saltado, las hamburguesas no son muy buenas. El lugar es agradable y el servicio también, los precios de algunos son elevados pero realmente (repito) el lomo saltado vale la pena.",50
500,"He ido varias veces a Tanta, bueno como va mucha gente hay que esperar un poquito, pero vale la pena, la atención es muy buena y ni que decir de la comida,  es comida peruana casera como si estuvieras en casa, el lugar es muy... ;""Más",50
501,"Es un lugar recomendable para piqueos (tapas), postres y sándwiches, mas que para comidas.
Tiene buenos jugos y cocktailes vírgenes
Largas conversas con amigas...",50
502,"Un lugar muy agradable para almorzar o cenar, ya sea por negocios, familia o simplemente entre amigos, el lugar cuenta con variedad de platos criollos y fusión.",40
503,"El lugar es muy agradable y la atención es buena, la comida es buena pero sin ser algo extraordinario, tienen menú variado y buena sazón.",30
504,"Visité el restaurante Tanta ya que después de un tiempo en Lima quería conocerlo. Si bien los platos que pedimos no fueron excesivamente malos, considero que el precio (50 soles por persona con bebidas) es exagerado.
La carta está llena de carbohidratos y lo más... ;""Más",30
505,"La verdad , creo que es pura fama fuimos con turistas y las sopas saladas quizás habrá otros platos mejores pero no pueden hacer un día bien y el otro mal, su servicio lento.",20
506,"Simplenebte como dixen en mi pais es un corrientazo. Comida  que no se compadece en bada con el rwconocimiento de su chef y dueño.
Esperaba encontrarme una carta maravillosa. Muy simple. He visitado en Lima restaurantes muchisimo mejor pero sesafortunadanente no tienen un dueño de... ;""Más",30
507,"El servicio es muy bueno, fueron muy amables, la comida es riquisima y los postres una delicia. El precio es bastante accesible.",50
508,"Es un restaurante típico peruano nada del otro mundo pedimos el lomo saltado con una salsa increíble pero la carne dura, aji de gallina tipico y rico, raviolis de alcachofa ricos, sancochote muy parecido a los nuestros pero con muy linda presentación y servido. Todo... ;""Más",40
509,"Me encanto ir con unas amigas y que nos dieran un buen servicio aparte la comida estaba buena lo mejor fueron los postres.",40
510,"Es un lugar para regresar la atención siempre es amable y la comida siempre es deliciosa, a veces se pueden demorar un poco en atenderte pero vale la pena la espera",40
511,"Bien estudiada carta que ofrece una selección de comidas exquisitas del Perú. Se nota que hay tradición, estudio y dedicación en esta cadena de restaurantes. En el corazon de Lima es una parada obligada para quien pasea por ese sector de la ciudad y quiere... ;""Más",50
512,"La comida deliciosa, recomendado lomo saltado y de entrada plato pescador. La atencion es muy buena , comida excelente y el precio es adecuado para lo que brindan.",50
513,"En Lima hay varios locales, pero en lo personal, me gusta mucho el de Larcomar, por su linda vista. La atención siempre es buenísima, la comida muy rica y loa precios no llegan a ser baratos, pero sí muy razonables, considerando la calidad. Prueben los... ;""Más",50
514,"Muy correcto para un buen almuerzo con platos típicos del Perú. Buen lomo saltado, causas, tequeños...",50
515,"Una carta variada de comida como hecha en casa. Los costos son accesibles y la atención esmerada, el servicio es bueno y la comida exquisita.",50
516,"definitivamebnte la moda por lima esta en la comida y sus diferenets variedades pero desde que gaston imopuso la comida gourmet la comida a mi modo de ver si bien es cierto su nivel se ha ido por las nubes en relacion a lo bien... ;""Más",50
517,"La comida es deliciosa! Al escoger platos se te hace difícil ya que todo es delicioso! Tienen el mejor lomo saltado 👌",50
518,"Un lugar perfecto para cenar o almorzar con una vista muy agradable que te hace olvidar lo agitado que estuvo el día. La comida perfecta de muy buena calidad y sabor. El servicio impecable.",50
519,"Si bien es un lugar al que acudimos recurrentemente, siempre en pos de darle una nueva operatividad, la sensación es q llegamos con una sobre-expectativa q creo no ayuda.. La carta es prometedora, pero no logra hacer explotar los sentidos y por el contrario creo... ;""Más",30
520,"Excelente comida. El mejor plato es el lomo saltado.
El precio es muy bueno, no hay que esperar ni nada. El servicio es excelente. 

Para mí es el mejor restaurante que he visto aquí en Perú.

Los otros que supuestamente son los mejores tiene una... ;""Más",50
521,"La comida de Tanta es muy buena, aunque el precio es un tanto elevado. Se puede conseguir en otro lado a precios mas bajos.
El trato de los mozos es bueno, aunque quieren atenderte rapido para dejar la mesa libre porque tienen mucha gente esperando... ;""Más",40
522,"Ricos platos y buen servicio. La atención es buena y la comida variada. Grato ambiente que podría mejorar sus servicios higiénicos.",50
523,"Experiencia grata, su comida es muy buena, platos abundantes y sabrosos, así como su coctelería.

Es destacable que se encuentra abierto los domingos por la noche.

Recomendable para ir en familia, sólo o con amigos.",40
524,"Siempre caemos por Tanta en sus diferentes locales, puede ser para un almuerzo o para un lonche-comida. Los platos son de buen tamaño, una buena relacion con respecto al costo. El pastel de choclo con carne bueno aunque mejor sería con menos dulce. El aeropuerto... ;""Más",40
525,"Ubicado en el Centro Larcomar, se ubica el restarante del Chef Gaston Acurio, que presenta una variedad de comida tradicional Peruana, fresca, con sabores renovados.

La atención por parte del personal es siempre agradable, un lugar romántico para compartir en pareja o bien para relajarlse... ;""Más",50
526,"Esta cadena de restaurants tienen deliciosa comida criolla y en especial el lomo saltado con los ""dados"" de lomo fino es impresiinante",40
527,"Restaurante con una carta variada y deliciosa, pero no tuvimos suerte con el servicio al cliente. Se observó bastante cantidad de mozos, pero no le prestaban la atención a cada mesa y en especial a la de nosotros, que tuvimos que esperar más de 10... ;""Más",30
528,"La combinación perfecta excelente comida, calidad del servicio buenísima, y la vista frente al mar espectacular. Merece la pena conocerlo en una visita a Lima",50
529,"Fuimos al Tanta del centro de la ciudad, lo encontramos sin querer, desesperados de hambre. Nos sorprendió los precios, esperábamos que fuera mas caro. Tallarin saltado muy sabroso y un arroz chaufa muy abundante. Fue un almuerzo muy agradable.",40
530,"La comida es excelente y el precio se justifica ya que hay una inversión en infraestructura y organización del local a diferencia de otros restaurantes.Opciones de comidas y bebidas variadas y el local es limpio.",50
531,"Venimos de Cusco del visitar el Restaurante Chicha que no nos convenció nada 
Esta vez el Restaurante Tanta también se Gaston Acurio sí excedio las expectativas 

Comimos tiraditos de pescado con salsa de ají  y con salsa de Roco excelentes. Muy buen sabor 

Después pedimos... ;""Más",50
532,"Habia estado en este restaurante con unos amigos y decidi traer a mi esposa cuando regresara a Lima. Este lugar tiene todo para que disfrutes de una buena velada. El servicio es muy bueno, el lugar tiene mesas con vista al Mall y con vista... ;""Más",40
533,"Estuve con mi familia de visita en Perú y fuimos dos veces a Tanta, fuimos dos veces porque nos pareció bastante rico!! Buen servicio, atentos, buenas recomendaciones, y ricos postres.

En general podemos decir que salimos muy complacidos del restaurante!!",40
534,"Probamos unos tallarines con pesto y milanesa y unos ravioles. La ricota de los ravioles algo ácida, el bistec apanado si bien la carne era buena, el arrrebozado estaba muy humedo, la salsa pesto muy rica. El servicio regular. La pared de salida de la... ;""Más",30
535,"Buena selección de platos criollos, buena sazón sin exageraciones, los locales son amplios, atención es buena, buena selección de bebidas.
Los precios son razonables.
Vale lo que se paga",40
536,"La atencion muy buena, la comida excelente, vine con mi esposo y mis padres por una cena y resulto todo un exito, gracias sigan asi..",40
537,"Un buen lugar para tener una aproximación de la comida peruana pues tiene algunos platos hechos con miras a que sean consumidos por no locales.  Sazón buena, los precios son de medios a altos.  En Lima se puede encontrar comida a muy buen precio y... ;""Más",40
538,"La atención fue buena, gran variedad de comida peruana, los postres también muy agradables, pedí anticuchos y fue lo mejor. Recomiendo los anticuchos o comida típica del Perú.",40
539,"Postres excelentes. Combinaciones preciosas y gustosas!! Fuimos por diversas veces por sus exquisitos dulces y cocktails, quedò siempre encantada!",40
540,"Este famoso chef acerca su propuesta de cocina con precios económicos a través de esta cadena que cuenta con varios restaurantes en Lima.
Todos tienen la misma carta: una opción de platos simples que recorren la culinaria peruana en muestras cortas pero abundantes: Un ceviche... ;""Más",40
541,"La verdad es que un poco lento el servicio, pero muy buena calidad de productos, buena carta...  vale decir que volvería una y otra vez.",40
542,"seguramente es el lugas mas lindo del centro comercial larco mar, por ello hay que ir pronto y reservar¡, epsecialmente si quereis tener lindas vistar al mar¡¡, la comida muy rica, asi como los jugos¡",50
543,"Excelente lugar, atención y sobre todo la comida peruana...tan deliciosa desde sus entradas y ensaladas, pasando por las sopas, los segundos fabulosos y terminando con los postres y las bebidas. No se lo pueden perder...y sobre todo te invita a volver nuevamente. Disfrútalo con la... ;""Más",50
544,"De visita al centro histórico de Lima, un excelente almuerzo con precio justo. Un lugar bonito acogedor, con buena atención. La comida espectacular.",40
545,"situado en el Centro Comercial Larcomar. muy buenos platos y a precios asequibles (unos 35 soles). mucha variedad y platos de comida peruana. las carnes muy buenas",40
546,"El Tanta es una buena opción para comer rico y vasto a buenos precios.

Los sándwiches / sandguiches son muy ricos. El de lomo con palta es excepcional.",40
547,"Pedimos unos causushis, un lomo saltado y unos tequeños de aji de gallina. Todo delicioso. El postre de chocolate blanco y frutos rojos fue de lo mejor que nos comimos en lima",50
548,"La comida y el menú es corto, pero todo rico y previamente preparado. 
Acá los jugos y sus mezclas son la especialidad del restaurante.
Se debe visitar en automóvil si están en los hoteles de Miraflores (desde San Isidro es un poco más retirado).
la... ;""Más",30
549,"Uno de los mejores lomos saltados, el piqueo criollo es altamente recomendable. Muy buen atención por parte del personal. Su amplia carta permite escoger entre diferentes platos que no tienen pierde.",50
550,"El restaurante de miraflores esta bien ubicado y tiene un hambiente bastante comodo y la atencion es muy buena los platos estan bien servidos yo encarge seco de carne con frijoles fue el plato del dia y la verdad estuvo muy bueno",40
551,"Es un cafe restaurante que tiene sirve esencialmente platos de la cocina peruana.
No me gusta ya que es esencialmente un restaurante fusión que desde mi punto de vista llega a ser ""confusión"".",20
552,"Un lugar agusto, para ir a comer rico con quién quieras, No pensé encontrar una rica sopa de Menestron UFFF deliciosa y sus empanadas de Lomo saltado o ají de gallina RIQUÍSIMO",40
553,"Excelente restaurante! Comida deliciosa, recomendacion, tiraditos y lomo saltado! Atención excelene! Mozo Cristian muy amable y servicial.",50
554,"Soy cliente habitual de tanta y reconozco que sus platos son deliciosos, tienen una amplia carta y calidad precio buena.",30
555,"Para mí el mejor restaurante de Lima. La decoración, música y principalmente la comida. Es un poco caro, pero vale mucho pagar por un buen servicio y comida bien echa! Proven la entrada de causitas, son ricas. Y mi plato favorito es el atún (... ;""Más",50
556,"excelente atención.
 la comida exquisita.
  el ambiente es  acogedor.
 Tanto la atención como  la comida fue  realmente buena no tengo ninguna queja al respecto.",50
557,"Este restaurant es perfecto para saborear la gastronomía de Perú. 
Su lomo saltado y su ají de gallina.
El pastel de alcachofa también es delicioso. 
La calidad del servicio es normal, pero sus delicias lo valen. 
También tiene una muy linda vista.",40
558,"Muy buen restaurant, se pueden pedir distintos platos pequeños, así compartir y probar distintas cosas, hay en hartas partes en Lima y siempre lo recomiendan",50
559,"Excelente la causa limeña. La cerveza artesanal no me agradó mucho. Excelente ubicación, trato amable y precios razonables.",40
560,"Comimos dos veces y todo estaba riquisimo, precio acorde a la calidad del producto. Muy buena atencion, fuimos al local del larcomar",40
561,"Lo mejor de la gastronomía peruana, 1000% recomendable. No solo la calidad de la comida es espectacular sino que la atención es única, súper serviciales y atentos.",50
562,"Supuestamente está en una categoría superior pero la verdad que no me parece, los tequeños me parecieron muy buenos, pero del resto de platos nada me llamó la atención. La paella criolla (o chola) es demasiado condimentada y no tiene buen sabor, las pastas tampoco.... ;""Más",30
563,"El Tanta de Larcomar me encanta, la vista que tiene del oceano es inmejorable y a eso sumandole la buena cocina, no se puede pedir mas. El Gran menestron y la papa rellena son mis favoritos, aunque tiene alguna innovacion como la Quinua Chaufa que... ;""Más",50
564,"Tanta es más una línea de restaurantes tipo bistro que un simple restaurante de cadena, y lo notas. Lo notas en los estándares que manejan y en detalles como el servicio y la importancia de su área de dulces y postres que ofrecen para llevar.... ;""Más",40
565,"Del poco tiempo que pude estar en Lima, Tanta es un lugar al que recomiendo ampliamente, las porciones son grandes por lo que vale la pena compartir, el sabor y presentación increíble, el ceviche y la causa son mis favoritos.",50
566,"La comida del restaurante es increiblemente buena, es muy recomendad y creo que el precio es conforme a la calidad, el servicio no me parecio excelente, pero es aceptable.",40
567,"Siempre que voy encuentro lo que esta en la carta, el servicio bueno, calidad precio aceptable. Podrían introducir mas variedad de platos, faltan platos de la selva.",40
568,"Ubicado en Larcomar, con excelente vista sobre el mar, pero las mesas en el pasillo dejan a los comensales de espaldas a este, y aun con los espejos no es lo ideal.
el local cuenta con aire acondicionado.
Carta de licores limitada, carta de platos... ;""Más",20
569,"Llegamos sin muchas expectativas por ser una cadena de restaurantes, pero estaba todo muy rico. Las papas del lomo saltado no son muy buenas pero lo demás riquísimo y te preguntan en qué punto quieres la carne, y llega tal como la pediste! Vayan al... ;""Más",40
570,"joven y fresco me parece el ambiente aunque no me gusto mucho la atencion del mozo que me atendio parecia distraido por lo demas me parece muy rico y abundante yo comi arroz con pollo nunca pense que me pondrian 1/4",30
571,"Tanta es una cadena de restaurantes en Lima y es buena. De entrada pedimos La Jaranita Criolla y nos gusto mucho, tiene de todo un poco: anticuchos, papa rellena, causa limena y unos deliciosos tequenos de Aji de Gallina. De los platos principales lo.mejor fue... ;""Más",40
572,"La variedad es menor a lo que parece. La comida es buena. Los sandwiches no son lo mejor. Tienen platos peruanos buenos.",30
573,"Generalmente vamos, cuando a nadie se le ocurre un lugar nuevo o recomendado,
Restaurante cumplidor y parejo, cambian con cierta frecuencia la carta y para nuestra mala suerte, siempre quitan nuestros platos favoritos (como el codito de cerdo o el bife Buenos Aires), Me parece... ;""Más",30
574,"Tiene una ubicación inmejorable en Larcomar pero la atención es muy lenta, hay que insistir en los pedidos. El Tiradito es muy bueno y recomiendo el Mojadito. No recomiendo pedir el Sancochote.",30
575,"Vine hace varios meses y la carta sigue siendo la misma, quizás sería buena idea poner opciones. En pescado no había opciones, y la cerveza q pedí tampoco había stock. A mejorar",40
576,"Fue el último restaurante que visité en Perú así que tengo otros referentes para afirmar que este restaurante está sobrevalorado. Para ingresar tuve que hacer fila por 45 mins y cuando entré me sirvieron los platos en 10 mins. En el combinado el pollo estaba... ;""Más",20
577,"He estado en Tanta varias veces, el personal es muy amable pero un poco lento el servicio.  La carta quizás es algo limitada si vas varias veces.  Él tiradito de entraba es bastante bueno y recomiendo Mojadito como plato fuerte.",40
578,"La comida es rica y cómoda, lo único malo de estos restaurantes en general es la atención de demora mucho. Personalmente cuando voy a desayunar se demoran aprox 45 en traerme la comida.",30
579,"tanta es un restaurante de un muy famoso chef peruano, hay varios en lima, unos 4 o 5. Cerca de la plaza de armas hay uno que ofrece una inmejorable ubicación y un ambiente muy fresco y relajado para comer. Indispensable probar las especialidades de... ;""Más",50
580,"Primera vez en este restaurante, aunque es una franquicia, pero la comida deliciosa y buen servicio, siempre pasa lleno así que hay q esperar un rato por la mesa, fuimos al de Larcomar.  Los postres estaban deliciosos!",50
581,"Se pueden encontrar platos peruanos típicos pero en la carta predominan las variaciones modernas con toques peruanos. Estas generalmente están bien hechas. El ambiente es bueno, la atención también. Un buen restaurante en todos los aspectos pero no sobresale en ninguno de ellos.",40
582,"En mi primer día en Lima, me recomendaron este restaurante y la comida estaba muy rica. Tres personas comimos como por $60 lo que me pareció buen precio. Además que fuimos al restaurante que está en Miraflores frente a la playa por lo que vista... ;""Más",40
583,"Excelente sitio, buena atención y lugar para probar un buen ceviche, lastima que cuando pedimos pescado blanco, nos llevaron uno rojo, pero igual sabía muy bueno!",40
584,"Me ha encantado el cebiche de pescado.
Lo he acompañado con un plato llamado jaranita criolla.
con cerveza y una chicha todo ello por 95 soles.
Me atendieron rapidamente y el servicio fue atento.",40
585,"Comida: 4
Atención: 2
Entorno: 3
Precio: 3

(Puntuación sobre 5)

Dos entrantes para compartir: tequeños y tiradito
Lomo saltado
3 cervezas Cusqueña de trigo

Total a pagar (sólo yo): menos de €25

Comentario:
Todo estaba bueno pero no sublime. Para Lima normalito. Servicio muy... ;""Más",30
586,"La comida fría,  la atención buena la vista maravillosa hacia el mar el pisco sour riquísimo y económico hay que probarlo los postres muy buenos",10
587,"He visitado los diferentes Restaurantes Tanta en Lima y me ha ido muy bien en todos. Servico rapido, Buena comida, buen servicio, buena atencion y muy buen ambiente. La comida apenas la pides y es muy rapido el servicio. Siempre pido los diferentes piqueos en... ;""Más",30
588,"Muy buen restaurant ,platos variados buen servicio ,rapido, muy amables y precio calidad muy bien ,fuimos al que esta en Arco Mar ,vista al oceano maravillosa",50
589,"El restaurante tiene una vista al mar excelente y la comida fue un definitivo 10. Muy bien ambientado.",50
590,"Excelente calidad muy bueno el asado de la abuela.  Vale la pena los precios un poco altos pero muy buena calidad muy recomendable.",50
591,"Excelente bar- restaurante en un bonito lugar de Lima. Los precios no son baratos pero si mantienen buena relación con la calidad. El lugar ofrece una vista inmejorable al mar desde altura. Totalmente recomendado.",50
592,"Solo probé piqueos pero les puedo decir que fueron una delicia al paladar, los tequeños de lomo saltado y las causitas multisabor lo mejor de lo mejor acompañado de su rica chicha",50
593,"Quieren probar fusionar comida de la selva, costa y sierra este es un gran lugar. Tienen desde refrescos y platos variados de todas las regiones.",50
594,"En Lima se puede comer barato y rico,  pero pasamos porque los platos se veían muy buenos, abundantes y además tiene vista a la costa. El saltado de lomo estaba muy bueno y el mini tacu tacu de lomo tremendo.",40
595,"Es un restaurante que se encuentra dentro del centro comercial Larcomar, tiene una linda vista al mar.
Sus platos muy ricos y abundantes, recomiendo una degustacion de causas; maravillosa y el ají de gallina imperdible...
Los precios adecuados y la atención como en Lima, siempre... ;""Más",40
596,"La comida es buenísima como el lomo saltado, pollito nikkei, tacu tacu, causa. Los tragos también son ricos. Si les gustan dulces, la lucurrubina es perfecta: Mezcla de algarrobina con lúcuma heladita.",40
597,"excelente el local de miraflores, platos grandes, excelentes y muy muy ricos, la atención es rápida.",50
598,"Como español aficionado a la gastronomia peruana me sorprendio encontrar croquetas de aji de gallina, pero fueron un satisfactorio descubrimiento. 

El local es bonito aunque imagino que caro para los locales, para nosotros que hemos visitado algun que otro tanta internacional este fue muy asequible.... ;""Más",40
599,"La comida que sirven es muy buena y el precio es acorde con la calidad, el problema es que es muy lento, tardan en servir la comida. Los baños no estaban muy aseados también, pero en cuanto a comida exquisito y buen tamaño los platos.",40
600,"En Tanta encuentras platos para disfrutar. Comimos un ceviche que estaba rico, unas croquetas de ahí de gallina que fueron una deliciosa sorpresa pero la reina del almuerzo fue el aeropuerto de quinua, sabroso y súper nutritivo. Ahora que la quinua está de moda, es... ;""Más",40
601,"El tanta de 28 de julio es súper simpático no está tan lleno como el de larconar pero se come delicioso la ensalada cobb es genial también recomiendo el aguadito y la sopa a la criolla que si no sale en la carta igual se... ;""Más",50
602,"Es el primer lugar que recorrió en Lima, el personal es muy atento, el lugar es cómodo y bonito. Es mi primer pisco y lo sentí muy bueno pero seguiré probando más a ver. Si estás la en centro comercial pasa por Tanta.",30
603,"Visitamos este restaurant en el centro comercial Larcomar y nos pareció excelente. Por mi parte pedí unos Ravioles de queso de cabra y salsa de tomate fresco con albahaca, simplemente espectacular. Una excelente combinación de los ingredientes que se mezclan perfectamente en el paladar. Mi... ;""Más",50
604,"Todo es sencillo y sabroso , con un precio razonable y unas vistas magníficas al mar. Lástima la espera para conseguir mesa. Sus empanadas y su ceviche para recordar.",40
605,"Estuve aquí porque deseaba tomar algunos cócteles luego de salir del cine y comí unas mini empanadas. El lugar no esta mal, lo que probé me gusto y la atención fue muy buena.",40
606,"Comentar que me ""quemé"", o perdón fui en dos oportunidades al restaurant. La primera, el que se encuentra en Miraflores; la comida regular para abajo....cuando me encontraba en el extranjero varios peruanos hablaban del restaurant como una excelente opción para almorzar en familia, sin embargo... ;""Más",10
607,"Lugar con mucha publicidad y poca variedad de comidas ORIGINALES - DEMASIADA FUSIÓN (por si acaso hay un buen grupo de personas que no nos gusta la COMIDA FUSIÓN)
Está dentro de un Centro Comercial (uno de ellos)",30
608,"En Larcomar hay una amplia variedad de opciones para comer, pero Tanta esta en el top 3 de este Mall.

Una combinación de buena ubicación, buen servicio y muy buena comida hacen de este lugar un Must Go en Lima.

Esta vez disfrute:
Bebida: Travieso,... ;""Más",40
609,"Se come bien a un precio razonable, los platos son generosos y la atención es esmerada. Los postres no colman las expectativas.",40
610,"Me encanto este jugo, una gran combinación de sabores, el que más predomina es el de mango, pero se mezcla muy bien con las demás frutas. Me gusto mucho!",50
611,"En Tanta siempre te atienden bien y tienes variedad de platos para escoger.
Los Quiches y pasteles son mis favoritos.
El ambiente es agradable.",50
612,"No me gustó la iluminación pero la comida es rica. 
Todo es un poco estirado para mi gusto un poco más casual y ligero.",30
613,"Nos encantó la papa rellena de osobuco y el pisco sour. Tiene una vista muy bonita y un ambiente muy familiar. Vale la pena entrar a la parte de adentro.",40
614,"Lo mejor del restaurante es la vista. Comí varias entradas y todas estuvieron excelentes. El servicio fue excelente y en un muy buena ubicación cercana a los hoteles. Recomendada la papa rellena de osobuco.",40
615,"Como va siendo habitual, cada vez que llega un plato, llega mal por culpa de la pésima atención del personal.
Una experiencia culinaria que se va al traste gracias al caos y lentitud sumada a l falta de iniciativa del personal de servicio.

Platos fríos... ;""Más",30
